Symbol,Description                                   ,Stock Exchange
ININ,Interactive Intelligence,NASDAQ
INNL,Innocoll Ag,NASDAQ
INO,Inovio Pharmaceuticals,NASDAQ
INOD,Innodata Isogen Inc,NASDAQ
INOV,Inovalon Holdings Inc.,NASDAQ
INPH,Interphase Corp,NASDAQ
INSM,Insmed Inc,NASDAQ
INSY,Insys Therapeutics Inc,NASDAQ
INTC,Intel Corp,NASDAQ
INTG,The Intergroup Corp,NASDAQ
INTL,Intl Fcstone Inc,NASDAQ
INTLL,Intl Fcstone Inc,NASDAQ
INTU,Intuit Inc,NASDAQ
INTX,Intersections,NASDAQ
INVE,Identive Group,NASDAQ
INVT,Inventergy Global Inc.,NASDAQ
INWK,Innerworkings,NASDAQ
IOSP,Innospec Inc,NASDAQ
IPAR,Inter Parfums,NASDAQ
IPAS,Ipass Inc,NASDAQ
IPCC,Infinity Property and Casualty Corp,NASDAQ
IPCI,Intellipharmaceutics International Inc,NASDAQ
IPCM,IPC The Hospitalist Company,NASDAQ
IPDN,Professional Diversity Network,NASDAQ
IPGP,Ipg Photonics Corp,NASDAQ
IPHS,Innophos Holdings,NASDAQ
IPKW,Powershares International Buyba,NASDAQ
IPWR,Ideal Power Inc.,NASDAQ
IPXL,Impax Laboratories,NASDAQ
IQNT,Inteliquent Inc.,NASDAQ
IRBT,Irobot Corp,NASDAQ
IRCP,Irsa Propiedades Comerciales S.A.,NASDAQ
IRDM,Iridium Communications Inc,NASDAQ
IRDMB,Iridium Communications Inc.,NASDAQ
IRG,Ignite Restaurant Group Inc,NASDAQ
IRIX,Iridex Corp,NASDAQ
IRMD,Iradimed Corporation,NASDAQ
IROQ,If Bancorp Inc,NASDAQ
IRWD,Ironwood Pharmaceuticals,NASDAQ
ISBC,Investors Bancorp,NASDAQ
ISCA,International Speedway Corp,NASDAQ
ISHG,S&P/Citi 1-3 Yr Intl Treasury Bd Ishares,NASDAQ
ISIG,Insignia Systems,NASDAQ
ISIL,Intersil Corp,NASDAQ
ISIS,Isis Pharmaceuticals,NASDAQ
ISLE,Isle of Capri Casinos,NASDAQ
ISM,SLM Corp,NASDAQ
ISNS,Image Sensing Systems,NASDAQ
ISRG,Intuitive Surgical,NASDAQ
ISRL,Isramco Inc,NASDAQ
ISSC,Innovative Solutions and Support,NASDAQ
ISSI,Integrated Silicon Solution,NASDAQ
ISTR,Investar Holding Corp,NASDAQ
ITCI,Intra-Cellular Ther,NASDAQ
ITEK,Inotek Pharmaceuticals Corporation,NASDAQ
ITIC,Investors Title Company,NASDAQ
ITRI,Itron Inc,NASDAQ
ITRN,Ituran Location and Control Ltd,NASDAQ
IVAC,Intevac Inc,NASDAQ
IXYS,Ixys Corp,NASDAQ
JACK,Jack In The Box Inc,NASDAQ
JAKK,Jakks Pacific,NASDAQ
JASN,Jason Industries Inc.,NASDAQ
JASNW,Jason Industries Inc.,NASDAQ
JASO,JA Solar Holdings Co.,NASDAQ
JAXB,Jacksonville Bancorp,NASDAQ
JAZZ,Jazz Pharmaceuticals,NASDAQ
JBHT,J.B. Hunt Transport Services,NASDAQ
JBLU,Jetblue Airways Corp,NASDAQ
JBSS,John B. Sanfilippo & Son,NASDAQ
JCOM,J2 Global Communications Inc,NASDAQ
JCS,Communications Systems,NASDAQ
JCTCF,Jewett-Cameron Trading Company,NASDAQ
JD,Jd.Com Inc.,NASDAQ
JDSU,Jds Uniphase Corp,NASDAQ
JGBB,Wisdomtree Japan Interest Rate,NASDAQ
JIVE,Jive Software Inc,NASDAQ
JJSF,J & J Snack Foods,NASDAQ
JKHY,Jack Henry & Associates,NASDAQ
JMBA,Jamba Inc,NASDAQ
JNP,Juniper Pharmaceuticals Inc.,NASDAQ
JOBS,51Job Inc,NASDAQ
JOEZ,Joe's Jeans Inc,NASDAQ
JOUT,Johnson Outdoors Inc,NASDAQ
JRJC,China Finance Online Co. Limited,NASDAQ
JRVR,James River Group Holdings Ltd,NASDAQ
JSM,SLM Corp,NASDAQ
JST,Jinpan International Limited,NASDAQ
JTPY,Jetpay Corp,NASDAQ
JUNO,Juno Therapeutics Inc.,NASDAQ
JVA,Coffee Holding Co.,NASDAQ
JXSB,Jacksonville Bancorp Inc,NASDAQ
JYNT,The Joint Corp.,NASDAQ
KALU,Kaiser Aluminum Corp,NASDAQ
KANG,Ikang Healthcare Group Inc.,NASDAQ
KBAL,Kimball International Inc.,NASDAQ
KBIO,Kalobios Pharmaceuticals Inc,NASDAQ
KBSF,Kbs Fashion Group Limited,NASDAQ
KCAP,Kohlberg Capital Corp,NASDAQ
KCLI,Kansas City Life Insurance Company,NASDAQ
KE,Kimball Electronics Inc.,NASDAQ
KELYA,Kelly Services,NASDAQ
KEQU,Kewaunee Scientific Corp,NASDAQ
KERX,Keryx Biopharmaceuticals,NASDAQ
KEYW,The Keyw Holding Corp,NASDAQ
KFFB,Kentucky First Federal Bancorp,NASDAQ
KFRC,Kforce Inc,NASDAQ
KFX,Kofax Ltd.,NASDAQ
KGJI,Kingold Jewelry Inc,NASDAQ
KIN,Kindred Biosciences Inc.,NASDAQ
KINS,Kingstone Companies Inc,NASDAQ
KIRK,Kirkland's Inc,NASDAQ
KITE,Kite Pharma Inc.,NASDAQ
KLAC,Kla-Tencor Corp,NASDAQ
KLIC,Kulicke and Soffa Industries,NASDAQ
KLXI,Klx Inc.,NASDAQ
KMDA,Kamada Ltd,NASDAQ
KNDI,Kandi Technolgies,NASDAQ
KONA,Kona Grill,NASDAQ
KONE,Kingtone Wirelessinfo Solution,NASDAQ
KOOL,Thermogenesis,NASDAQ
KOPN,Kopin Corp,NASDAQ
KOSS,Koss Corp,NASDAQ
KPTI,Karyopharm Therapeutics Inc,NASDAQ
KRFT,Kraft Foods Group Inc,NASDAQ
KRNT,Kornit Digital Ltd.,NASDAQ
KRNY,Kearny Financial,NASDAQ
KTCC,Key Tronic Corp,NASDAQ
KTEC,Key Technology,NASDAQ
KTOS,Kratos Defense & Security Solutions,NASDAQ
KTWO,K2M Group Holdings Inc.,NASDAQ
KUTV,Ku6 Media Co.,NASDAQ
KVHI,Kvh Industries,NASDAQ
KWEB,Kraneshares Csi China Internet,NASDAQ
KYTH,Kythera Biopharmaceuticals Inc,NASDAQ
KZ,Kongzhong Corporation,NASDAQ
LABC,Louisiana Bancorp,NASDAQ
LABL,Multi-Color Corp,NASDAQ
LACO,Lakes Entertainment,NASDAQ
LAKE,Lakeland Industries,NASDAQ
LALT,Powershares Actively Managed Ex,NASDAQ
LAMR,Lamar Advertising Company,NASDAQ
LANC,Lancaster Colony Corp,NASDAQ
LAND,Gladstone Land Corp,NASDAQ
LARK,Landmark Bancorp Inc,NASDAQ
LAWS,Lawson Products,NASDAQ
LAYN,Layne Christensen Company,NASDAQ
LBAI,Lakeland Bancorp,NASDAQ
LBIO,Lion Biotechnologies Inc.,NASDAQ
LBIX,Leading Brands Inc,NASDAQ
LBRDA,Liberty Broadband Corporation,NASDAQ
LBRDK,Liberty Broadband Corporation,NASDAQ
LBTYA,Liberty Global,NASDAQ
LBTYB,Liberty Global,NASDAQ
LBTYK,Liberty Global,NASDAQ
LCNB,Lcnb Corp,NASDAQ
LCUT,Lifetime Brands,NASDAQ
LDRH,Ldr Holding Corp,NASDAQ
LDRI,Powershares Ladderrite 0-5 Year,NASDAQ
LE,Lands' End Inc.,NASDAQ
LECO,Lincoln Electric Holdings,NASDAQ
LEDS,Semileds Corp,NASDAQ
LENS,Presbia Plc,NASDAQ
LEVY,Levy Acquisition Corp.,NASDAQ
LEVYU,Levy Acquisition Corp,NASDAQ
LEVYW,Levy Acquisition Corp.,NASDAQ
LFUS,Littelfuse,NASDAQ
LFVN,Lifevantage Corp,NASDAQ
LGCY,Legacy Reserves LP,NASDAQ
LGCYO,Legacy Resvs LP,NASDAQ
LGCYP,Legacy Reserves LP,NASDAQ
LGIH,LGI Homes Inc,NASDAQ
LGND,Ligand Pharmaceuticals Inc,NASDAQ
LHCG,LHC Group,NASDAQ
LIME,Lime Energy Co.,NASDAQ
LINC,Lincoln Educational Services Corp,NASDAQ
LINE,Linn Energy Llc,NASDAQ
LION,Fidelity Southern Corp,NASDAQ
LIOX,Lionbridge Technologies,NASDAQ
LIQD,Liquid Holdings Group Inc,NASDAQ
LIVE,Livedeal Inc,NASDAQ
LJPC,La Jolla Pharma,NASDAQ
LKFN,Lakeland Financial Corp,NASDAQ
LKQ,LKQ Corp,NASDAQ
LLEX,Lilis Energy Inc.,NASDAQ
LLNW,Limelight Networks,NASDAQ
LLTC,Linear Technology Corp,NASDAQ
LMAT,Lemaitre Vascular,NASDAQ
LMBS,First Trust Low Duration Mortga,NASDAQ
LMCA,Liberty Media Corp. Series A,NASDAQ
LMCB,Liberty Media Corp,NASDAQ
LMCK,Liberty Media Corporation,NASDAQ
LMIA,LMI Aerospace,NASDAQ
LMNR,Limoneira Co,NASDAQ
LMNS,Lumenis Ltd,NASDAQ
LMNX,Luminex Cor,NASDAQ
LMOS,Lumos Networks Corp,NASDAQ
LMRK,Landmark Infrastructure Partner,NASDAQ
LNBB,LNB Bancorp,NASDAQ
LNCE,Snyder's Lance Inc,NASDAQ
LNCO,Linn Co Llc,NASDAQ
LNDC,Landec Corp,NASDAQ
LOAN,Manhattan Bridge Capital Inc,NASDAQ
LOCM,Local Corp,NASDAQ
LOCO,El Pollo Loco Holdings Inc.,NASDAQ
LOGI,Logitech International S.A.,NASDAQ
LOGM,Logmein Inc,NASDAQ
LOJN,Lojack Corp,NASDAQ
LONG,Elong Inc,NASDAQ
LOOK,Looksmart Ltd,NASDAQ
LOPE,Grand Canyon Education,NASDAQ
LORL,Loral Space and Communications,NASDAQ
LOXO,Loxo Oncology Inc.,NASDAQ
LPCN,Lipocine Inc,NASDAQ
LPHI,Life Partners Holdings Inc,NASDAQ
LPLA,Lpl Investment Holdings Inc,NASDAQ
LPNT,Lifepoint Hospitals,NASDAQ
LPSB,Laporte Bancorp,NASDAQ
LPSN,Liveperson Inc,NASDAQ
LPTH,Lightpath Technologies,NASDAQ
LPTN,Lpath Inc,NASDAQ
LQDT,Liquidity Services,NASDAQ
LRAD,Lrad Corp,NASDAQ
LRCX,Lam Research Corp,NASDAQ
LSBK,Lake Shore Bancorp,NASDAQ
LSCC,Lattice Semiconductor Corp,NASDAQ
LSTR,Landstar System,NASDAQ
LTBR,Lightbridge Corp,NASDAQ
LTRE,Learning Tree International,NASDAQ
LTRPA,Liberty Tripadvisor Holdings I,NASDAQ
LTRPB,Liberty Tripadvisor Holdings I,NASDAQ
LTRX,Lantronix Inc,NASDAQ
LTXB,Legacytexas Financial Group Inc.,NASDAQ
LULU,Lululemon Athletica Inc,NASDAQ
LUNA,Luna Innovations Inc,NASDAQ
LVNTA,Liberty Interactive Corp,NASDAQ
LVNTB,Liberty Interactive Corp,NASDAQ
LWAY,Lifeway Foods,NASDAQ
LXRX,Lexicon Pharmaceuticals,NASDAQ
LYTS,Lsi Industries Inc,NASDAQ
MACK,Merrimack Pharmaceuticals Inc,NASDAQ
MAG,Magnetek Inc,NASDAQ
MAGS,Magal Security Systems Ltd,NASDAQ
MAMS,Mam Software Group Inc,NASDAQ
MANH,Manhattan Associates,NASDAQ
MANT,Mantech International Corp,NASDAQ
MAR,Marriot International,NASDAQ
MARA,Marathon Patent Group Inc.,NASDAQ
MARK,Remark Media Inc,NASDAQ
MARPS,Marine Petroleum Trust,NASDAQ
MASI,Masimo Corp,NASDAQ
MAT,Mattel Inc,NASDAQ
MATR,Mattersight Corp,NASDAQ
MATW,Matthews International Corp,NASDAQ
MAYS,J. W. Mays,NASDAQ
MBCN,Middlefield Banc Cor,NASDAQ
MBFI,MB Financial Inc,NASDAQ
MBFIP,MB Financial Inc.,NASDAQ
MBII,Marrone Bio Innovations Inc,NASDAQ
MBLX,Metabolix,NASDAQ
MBRG,Middleburg Financial Corp,NASDAQ
MBSD,Flexshares Disciplined Duration,NASDAQ
MBTF,M B T Financial Corp,NASDAQ
MBUU,Malibu Boats Inc.,NASDAQ
MBVT,Merchants Bancshares,NASDAQ
MBWM,Mercantile Bank Corp,NASDAQ
MCBC,Macatawa Bank Corp,NASDAQ
MCBK,Madison County Financial Inc,NASDAQ
MCEP,Mid-Con Energy Partners LP,NASDAQ
MCGC,MCG Capital Corp,NASDAQ
MCHP,Microchip Technology Inc,NASDAQ
MCHX,Marchex Inc,NASDAQ
MCOX,Mecox Lane Limited,NASDAQ
MCRI,Monarch Casino & Resort,NASDAQ
MCRL,Micrel Inc,NASDAQ
MCUR,Macrocure Ltd.,NASDAQ
MDAS,Medassets Inc,NASDAQ
MDCA,M.D.C. Partners Inc,NASDAQ
MDCO,The Medicines Company,NASDAQ
MDIV,First Trust Exchange-Traded Fun,NASDAQ
MDLZ,Mondelez International Inc. Cl A,NASDAQ
MDM,Mountain Province Diamonds Inc,NASDAQ
MDRX,Allscripts Healthcare Solutions,NASDAQ
MDSO,Medidata Solutions,NASDAQ
MDSY,Bluephoenix Solutions,NASDAQ
MDVN,Medivation Inc,NASDAQ
MDVX,Medovex Corp.,NASDAQ
MDWD,Mediwound Ltd.,NASDAQ
MDXG,Mimedx Group Inc,NASDAQ
MEET,Meetme Inc,NASDAQ
MEIL,Methes Energies International L,NASDAQ
MEILW,Methes Energies International L,NASDAQ
MEILZ,Methes Energies International L,NASDAQ
MEIP,Mei Pharma Inc,NASDAQ
MELA,Mela Sciences Inc,NASDAQ
MELI,Mercadolibre Inc,NASDAQ
MELR,Melrose Bancorp Inc.,NASDAQ
MEMP,Memorial Production Partners LP,NASDAQ
MENT,Mentor Graphics Corp,NASDAQ
MEOH,Methanex Corp,NASDAQ
MERC,Mercer International Inc,NASDAQ
MERU,Meru Networks,NASDAQ
METR,Metro Bancorp Inc,NASDAQ
MFLX,Multi-Fineline Electronix,NASDAQ
MFNC,Mackinac Financial Corp,NASDAQ
MFRI,MFRI Inc,NASDAQ
MFRM,Mattress Firm Holding Corp,NASDAQ
MFSF,Mutualfirst Financial Inc,NASDAQ
MGCD,Mgc Diagnostics Corp,NASDAQ
MGEE,Mge Energy Inc,NASDAQ
MGI,Moneygram International,NASDAQ
MGIC,Magic Software Enterprises Ltd,NASDAQ
MGLN,Magellan Health Services,NASDAQ
MGNX,Macrogenics Inc,NASDAQ
MGPI,MGP Ingredients,NASDAQ
MGRC,Mcgrath Rentcorp,NASDAQ
MGYR,Magyar Bancorp,NASDAQ
MHGC,Morgans Hotel Group Co.,NASDAQ
MHLD,Maiden Hldgs Ltd,NASDAQ
MHLDO,Maiden Holdings,NASDAQ
MICT,Micronet Enertec Technologies Inc,NASDAQ
MICTW,Micronet Enertec Technologies,NASDAQ
MIDD,The Middleby Corp,NASDAQ
MIFI,Novatel Wireless,NASDAQ
MIK,Michaels Companies Inc.,NASDAQ
MIND,Mitcham Industries,NASDAQ
MINI,Mobile Mini,NASDAQ
MITK,Mitek Systems Inc,NASDAQ
MITL,Mitel Networks Corp,NASDAQ
MKSI,Mks Instruments,NASDAQ
MKTO,Marketo Inc,NASDAQ
MKTX,Marketaxess Holdings,NASDAQ
MLAB,Mesa Laboratories,NASDAQ
MLHR,Herman Miller,NASDAQ
MLNK,Moduslink Global Solutions Inc,NASDAQ
MLNX,Mellanox Technologies,NASDAQ
MLVF,Malvern Federal Bancorp,NASDAQ
MMAC,Mma Capital Management Llc,NASDAQ
MMLP,Martin Midstream Partners L.P.,NASDAQ
MMSI,Merit Medical Systems,NASDAQ
MMYT,Makemytrip Limited,NASDAQ
MNDO,Mind C.T.I. Ltd,NASDAQ
MNGA,Magnegas Corp,NASDAQ
MNKD,Mannkind Corp,NASDAQ
MNOV,Medicinova,NASDAQ
MNRK,Monarch Financial Holdings,NASDAQ
MNRO,Monro Muffler Brake,NASDAQ
MNST,Monster Beverage Corp,NASDAQ
MNTA,Momenta Pharmaceuticals,NASDAQ
MNTX,Manitex International,NASDAQ
MOBI,Sky-Mobi Limited,NASDAQ
MOBL,Mobileiron Inc.,NASDAQ
MOCO,Mocon Inc,NASDAQ
MOFG,Midwestone Financial Group,NASDAQ
MOKO,Moko Social Media Ltd.,NASDAQ
MOLG,Mol Global Inc.,NASDAQ
MOMO,Momo Inc.,NASDAQ
MORN,Morningstar Inc,NASDAQ
MOSY,Mosys Inc,NASDAQ
MPAA,Motorcar Parts of America,NASDAQ
MPB,Mid Penn Bancorp,NASDAQ
MPEL,Melco Crown Entertainment Limited,NASDAQ
MPET,Magellan Petroleum Corp,NASDAQ
MPWR,Monolithic Power Systems,NASDAQ
MRCC,Monroe Capital Corp,NASDAQ
MRCY,Mercury Computer Systems,NASDAQ
MRD,Memorial Resource Development C,NASDAQ
MRGE,Merge Healthcare Incorporated.,NASDAQ
MRKT,Markit Ltd.,NASDAQ
MRLN,Marlin Business Services,NASDAQ
MRNS,Marinus Pharmaceuticals Inc,NASDAQ
MRTN,Marten Transport,NASDAQ
MRTX,Mirati Therapeutics Inc,NASDAQ
MRVC,M R V Commun Inc,NASDAQ
MRVL,Marvell Technology Group,NASDAQ
MSBF,MSB Financial,NASDAQ
MSCC,Microsemi Corp,NASDAQ
MSEX,Middlesex Water Company,NASDAQ
MSFG,Mainsource Financial Group,NASDAQ
MSFT,Microsoft Corp,NASDAQ
MSG,Madison Square Garden,NASDAQ
MSLI,Merus Labs International Inc. Co,NASDAQ
MSON,Misonix Inc,NASDAQ
MSTR,Microstrategy Inc,NASDAQ
MTBC,Medical Transcription Billing,NASDAQ
MTEX,Mannatech Inc,NASDAQ
MTGE,American Capital Mortgage Inves,NASDAQ
MTGEP,American Capital Mortgage Inves,NASDAQ
MTLS,Materialise Nv,NASDAQ
MTRX,Matrix Service Company,NASDAQ
MTSC,MTS Systems Corp,NASDAQ
MTSI,M/A-Com Technology Solutions Ho,NASDAQ
MTSL,Mer Telemanagement Solutions Ltd,NASDAQ
MTSN,Mattson Technology,NASDAQ
MU,Micron Technology,NASDAQ
MULT,Advisorshares Sunrise Global Mu,NASDAQ
MVIS,Microvision,NASDAQ
MXIM,Maxim Integrated Products,NASDAQ
MXWL,Maxwell Technologies,NASDAQ
MYGN,Myriad Genetics,NASDAQ
MYL,Mylan Inc,NASDAQ
MYOS,Myos Corp,NASDAQ
MYRG,Myr Group,NASDAQ
MZOR,Mazor Robotics Ltd,NASDAQ
NAII,Natural Alternatives International,NASDAQ
NAME,Rightside Group Ltd.,NASDAQ
NANO,Nanometrics Inc,NASDAQ
NATH,Nathan's Famous,NASDAQ
NATI,National Instruments Corp,NASDAQ
NATL,National Interstate Corp,NASDAQ
NATR,Nature's Sunshine Products,NASDAQ
NAUH,National American University Holdings,NASDAQ
NAVG,The Navigators Group,NASDAQ
NAVI,Navient Corporation,NASDAQ
NBBC,Newbridge Bancorp,NASDAQ
NBIX,Neurocrine Biosciences,NASDAQ
NBN,Northeast Bancorp,NASDAQ
NBS,Neostem,NASDAQ
NBTB,NBT Bancorp Inc,NASDAQ
NCIT,NCI Inc,NASDAQ
NCLH,Norwegian Cruise Line Holdings,NASDAQ
NCMI,National Cinemedia,NASDAQ
NCOM,National Commerce Corp,NASDAQ
NCTY,The9 Limited,NASDAQ
NDAQ,The Nasdaq Omx Group,NASDAQ
NDLS,Noodles & Company,NASDAQ
NDRM,Neuroderm Ltd.,NASDAQ
NDSN,Nordson Corp,NASDAQ
NECB,Northeast Community Bancorp,NASDAQ
NEO,Neogenomics Inc,NASDAQ
NEOG,Neogen Corp,NASDAQ
NEON,Neonode Inc,NASDAQ
NEOT,Neothetics Inc.,NASDAQ
NEPT,Neptune Technologies & Bioresources Inc,NASDAQ
NERV,Minerva Neurosciences Inc.,NASDAQ
NETE,Net Element Inc,NASDAQ
NEWP,Newport Corp,NASDAQ
NEWS,Newstar Financial,NASDAQ
NEWT,Newtek Business Services Inc,NASDAQ
NFBK,Northfield Bancorp,NASDAQ
NFEC,NF Energy Saving Corp,NASDAQ
NFLX,Netflix Inc,NASDAQ
NGHC,National General Holdings Corp,NASDAQ
NGHCO,National Gen Hldgs Corp,NASDAQ
NGHCP,National General Holdings Corp.,NASDAQ
NHLD,National Holdings,NASDAQ
NHTB,New Hampshire Thrift Bancshares,NASDAQ
NHTC,Natural Health Trends Corp,NASDAQ
NICE,Nice-Systems Limited,NASDAQ
NICK,Nicholas Financial,NASDAQ
NILE,Blue Nile Inc,NASDAQ
NKSH,National Bankshares,NASDAQ
NKTR,Nektar Therapeutics,NASDAQ
NLNK,Newlink Genetics Corp,NASDAQ
NLST,Netlist Inc,NASDAQ
NMIH,Nmi Holdings Inc,NASDAQ
NMRX,Numerex Corp,NASDAQ
NNBR,NN Inc,NASDAQ
NPBC,National Penn Bancshares,NASDAQ
NRCIA,National Research Corp,NASDAQ
NRCIB,National Research Corp,NASDAQ
NRIM,Northrim Bancorp Inc,NASDAQ
NRX,Nephrogenex Inc.,NASDAQ
NSEC,National Security Group,NASDAQ
NSIT,Insight Enterprises,NASDAQ
NSPH,Nanosphere Inc,NASDAQ
NSSC,Napco Security Technologies,NASDAQ
NSTG,Nanostring Technologies Inc,NASDAQ
NSYS,Nortech Systems Inc,NASDAQ
NTAP,Netapp Inc,NASDAQ
NTCT,Netscout Systems,NASDAQ
NTES,Netease Inc,NASDAQ
NTGR,Netgear Inc,NASDAQ
NTIC,Northern Technologies International Corp,NASDAQ
NTK,Nortek Inc,NASDAQ
NTLS,Ntelos Holdings,NASDAQ
NTRI,Nutrisystem Inc,NASDAQ
NTRS,Northern Trust Corp,NASDAQ
NTRSP,Northern Trust Corporation,NASDAQ
NTWK,Netsol Technologies Inc,NASDAQ
NUAN,Nuance Communications,NASDAQ
NURO,Neurometrix Inc,NASDAQ
NUTR,Nutraceutical International Corp,NASDAQ
NUVA,Nuvasive Inc,NASDAQ
NVAX,Novavax Inc,NASDAQ
NVCN,Neovasc Inc.,NASDAQ
NVDA,Nvidia Corp,NASDAQ
NVDQ,Novadaq Technologies,NASDAQ
NVEC,Nve Corp,NASDAQ
NVEE,Nv5 Holdings Inc,NASDAQ
NVET,Nexvet Biopharma Plc,NASDAQ
NVFY,Nova Lifestyle Inc,NASDAQ
NVGN,Novogen Ltd,NASDAQ
NVMI,Nova Measuring Instruments Ltd,NASDAQ
NVSL,Naugatuck Valley Financial Corp,NASDAQ
NWBI,Northwest Bancshares,NASDAQ
NWBO,Northwest Biotherapeutics,NASDAQ
NWBOW,Northwest Biotherapeutics Wt,NASDAQ
NWFL,Norwood Financial,NASDAQ
NWLI,National Western Life Insurance,NASDAQ
NWPX,Northwest Pipe Company,NASDAQ
NWS,News Corp Class B,NASDAQ
NWSA,News Corp Class A,NASDAQ
NXPI,Nxp Semiconductors N.V.,NASDAQ
NXST,Nexstar Broadcasting Group,NASDAQ
NXTD,Nxt-Id,NASDAQ
NXTDW,Nxt-Id Inc.,NASDAQ
NXTM,Nxstage Medical,NASDAQ
NYMT,New York Mortgage Trust,NASDAQ
NYMTP,New York Mortgage Trust Inc,NASDAQ
NYMX,Nymox Pharmaceutical Corp,NASDAQ
NYNY,Empire Resorts,NASDAQ
OBAS,Optibase Ltd,NASDAQ
OBCI,Ocean Bio-Chem,NASDAQ
OCAT,Ocata Therapeutics Inc.,NASDAQ
OCC,Optical Cable Corp,NASDAQ
OCFC,Oceanfirst Financial,NASDAQ
OCLR,Oclaro Inc,NASDAQ
OCLS,Oculus Innovative Sciences,NASDAQ
OCRX,Ocera Therapeutics Inc,NASDAQ
OCUL,Ocular Therapeutix Inc,NASDAQ
ODFL,Old Dominion Freight Line,NASDAQ
ODP,Office Depot,NASDAQ
OFED,Oconee Federal Financial,NASDAQ
OFIX,Orthofix International N.V.,NASDAQ
OFLX,Omega Flex,NASDAQ
OFS,Ofs Capital Corp,NASDAQ
OGXI,Oncogenex Pharmaceuticals Inc,NASDAQ
OHAI,Ngp Capital Resources Company,NASDAQ
OHGI,Intelligent Communication Enterprise Corp,NASDAQ
OHRP,Ohr Pharmaceutical Inc,NASDAQ
OIIM,O2Micro International Limited,NASDAQ
OKSB,Southwest Bancorp,NASDAQ
OLBK,Old Line Bancshares,NASDAQ
OLED,Universal Display Corp,NASDAQ
OMAB,Grupo Aeroportuario Del Centro,NASDAQ
OMCL,Omnicell Inc,NASDAQ
OMED,Oncomed Pharmaceuticals Inc,NASDAQ
OMER,Omeros Corp,NASDAQ
OMEX,Odyssey Marine Exploration,NASDAQ
ON,On Semiconductor Corp,NASDAQ
ONB,Old National Bancorp Capital,NASDAQ
ONCE,Spark Therapeutics Inc.,NASDAQ
ONCY,Oncolytics Biotech,NASDAQ
ONEQ,Nasdaq Composite Tracking Fidelity,NASDAQ
ONFC,Oneida Financial,NASDAQ
ONNN,On Semiconductor Corp,NASDAQ
ONTX,Onconova Therapeutics Inc,NASDAQ
ONTY,Oncothyreon Inc,NASDAQ
ONVI,Onvia Inc,NASDAQ
OPB,Opus Bank,NASDAQ
OPHC,Optimumbank Holdings,NASDAQ
OPHT,Ophthotech Corp,NASDAQ
OPOF,Old Point Financial Corp,NASDAQ
OPTT,Ocean Power Technologies,NASDAQ
OPXA,Opexa Therapeutics,NASDAQ
OPXAW,Opexa Therapeutics,NASDAQ
ORBC,Orbcomm Inc,NASDAQ
ORBK,Orbotech Ltd,NASDAQ
OREX,Orexigen Therapeutics,NASDAQ
ORIG,Ocean Rig Udw Inc,NASDAQ
ORIT,Oritani Financial,NASDAQ
ORLY,O'Reilly Automotive,NASDAQ
ORMP,Oramed Pharmaceuticl,NASDAQ
ORPN,Bio Blast Pharma Ltd.,NASDAQ
ORRF,Orrstown Financial Services Inc,NASDAQ
OSBC,Old Second Bancorp,NASDAQ
OSBCP,Old Second Bancorp,NASDAQ
OSHC,Ocean Shore Holding Co.,NASDAQ
OSIR,Osiris Therapeutics,NASDAQ
OSIS,Osi Systems,NASDAQ
OSM,SLM Corp,NASDAQ
OSN,Ossen Innovation Co.,NASDAQ
OSTK,Overstock.Com,NASDAQ
OSUR,Orasure Technologies,NASDAQ
OTEL,Otelco Inc. Class A,NASDAQ
OTEX,Open Text Corp,NASDAQ
OTIC,Otonomy Inc.,NASDAQ
OTIV,On Track Innovations Ltd,NASDAQ
OTTR,Otter Tail Corp,NASDAQ
OUTR,Outerwall Inc,NASDAQ
OVAS,Ovascience Inc,NASDAQ
OVBC,Ohio Valley Banc,NASDAQ
OVLY,Oak Valley Bancorp [Ca],NASDAQ
OVTI,Omnivision Technologies,NASDAQ
OXBR,Oxbridge Re Holdings Limited,NASDAQ
OXBRW,Oxbridge Re Holdings Limited,NASDAQ
OXFD,Oxford Immunotec Global Plc,NASDAQ
OXGN,Oxigene Inc,NASDAQ
OXLC,Oxford Lane Capital,NASDAQ
OXLCN,Oxford Lane Capital Corp.,NASDAQ
OXLCO,Oxford Lane Capital Corp,NASDAQ
OXLCP,Oxford Lane Capital Corp,NASDAQ
OZRK,Bank of The Ozarks,NASDAQ
PAAS,Pan American Silver,NASDAQ
PACB,Pacific Biosciences of California,NASDAQ
PACW,Pacwest Bancorp,NASDAQ
PAGG,Global Agriculture Powershares,NASDAQ
PAHC,Phibro Animal Health Corp,NASDAQ
PANL,Pangaea Logistics Solutions Ltd.,NASDAQ
PARN,Parnell Pharmaceuticals Holding,NASDAQ
PATI,New Patriot Transportation Holding Inc.,NASDAQ
PATK,Patrick Industries,NASDAQ
PAYX,Paychex Inc,NASDAQ
PBCP,Polonia Bancorp [Pa],NASDAQ
PBCT,People's United Financial,NASDAQ
PBHC,Pathfinder Bancorp,NASDAQ
PBIB,Porter Bancorp,NASDAQ
PBIP,Prudential Bancorp of Pennsylvania,NASDAQ
PBMD,Prima Biomed Ltd,NASDAQ
PBPB,Potbelly Corp,NASDAQ
PBSK,Poage Bankshares Inc,NASDAQ
PCAR,Paccar Inc,NASDAQ
